arm,step_batch,eval_batch,is_self,pre_loss,post_loss,delta_loss,relative_delta
memorization_02_t_one_oversample,5,1,0,0.3931538165,0.3931563497,-2.533197403e-06,-6.443273083e-06
memorization_02_t_one_oversample,5,2,0,0.317792803,0.3177545071,3.829598427e-05,0.0001205061408
memorization_02_t_one_oversample,5,3,0,0.5058817863,0.5058633685,1.841783524e-05,3.64073895e-05
memorization_02_t_one_oversample,5,4,0,0.5716806054,0.5715972185,8.338689804e-05,0.0001458627374
memorization_02_t_one_oversample,5,5,1,0.5115814805,0.5111063123,0.0004751682281,0.0009288221843
memorization_02_t_one_oversample,5,6,0,0.1603555232,0.1602947414,6.078183651e-05,0.0003790442342
memorization_02_t_one_oversample,5,7,0,0.3912025988,0.3912315071,-2.890825272e-05,-7.389586062e-05
memorization_02_t_one_oversample,5,8,0,0.5328586102,0.531842947,0.001015663147,0.001906065
memorization_02_t_one_oversample,5,9,0,0.4113689661,0.4108473659,0.0005216002464,0.001267962072
memorization_02_t_one_oversample,5,10,0,0.5338000655,0.5336257219,0.000174343586,0.0003266084012
memorization_02_t_one_oversample,5,11,0,0.4267908037,0.4266786873,0.0001121163368,0.000262696234
memorization_02_t_one_oversample,5,12,0,0.2510662377,0.2510479987,1.82390213e-05,7.264625252e-05
memorization_02_t_one_oversample,5,13,0,0.4991305172,0.4994954169,-0.0003648996353,-0.0007310705771
memorization_02_t_one_oversample,5,14,0,0.9079454541,0.9079943299,-4.887580872e-05,-5.383121695e-05
memorization_02_t_one_oversample,5,15,0,0.531644702,0.5314862728,0.0001584291458,0.0002979981654
memorization_02_t_one_oversample,5,16,0,0.5451871753,0.5441763401,0.001010835171,0.001854106657
memorization_02_t_one_oversample,5,17,0,0.3526231349,0.3526085317,1.460313797e-05,4.141287547e-05
memorization_02_t_one_oversample,5,18,0,0.4435464442,0.4434727132,7.373094559e-05,0.0001662304964
memorization_02_t_one_oversample,5,19,0,0.2949351966,0.2949332595,1.937150955e-06,6.568056228e-06
memorization_02_t_one_oversample,5,20,0,0.04768945277,0.04757764563,0.0001118071377,0.002344483554
memorization_02_t_one_oversample,5,21,0,0.5559363365,0.555942297,-5.960464478e-06,-1.072148749e-05
memorization_02_t_one_oversample,5,22,0,1.225304842,1.225766897,-0.0004620552063,-0.0003770940834
memorization_02_t_one_oversample,5,23,0,0.3738675714,0.3731508851,0.0007166862488,0.001916952161
memorization_02_t_one_oversample,5,24,0,0.3895021975,0.3894814849,2.071261406e-05,5.317714301e-05
memorization_02_t_one_oversample,5,25,0,0.5440544486,0.5438398123,0.0002146363258,0.000394512583
memorization_02_t_one_oversample,5,26,0,0.8356609344,0.8355898261,7.110834122e-05,8.509233624e-05
memorization_02_t_one_oversample,5,27,0,0.4437530935,0.4437204301,3.266334534e-05,7.360702566e-05
memorization_02_t_one_oversample,5,28,0,0.8565793633,0.8562856913,0.0002936720848,0.0003428428204
memorization_02_t_one_oversample,5,29,0,0.1286778897,0.1287663877,-8.849799633e-05,-0.0006877482723
memorization_02_t_one_oversample,5,30,0,0.4978980124,0.4979599714,-6.195902824e-05,-0.0001244412042
memorization_02_t_one_oversample,5,31,0,0.353372097,0.3531214297,0.0002506673336,0.0007093580272
memorization_02_t_one_oversample,5,32,0,0.5952577591,0.5950902104,0.0001675486565,0.0002814724443
memorization_02_t_one_oversample,5,33,0,0.5821378231,0.5822943449,-0.0001565217972,-0.0002688741239
memorization_02_t_one_oversample,6,0,0,0.7277191877,0.7277695537,-5.036592484e-05,-6.921065939e-05
memorization_02_t_one_oversample,6,1,0,0.3931538165,0.3931747675,-2.095103264e-05,-5.328965855e-05
memorization_02_t_one_oversample,6,2,0,0.317792803,0.3177354634,5.733966827e-05,0.0001804309844
memorization_02_t_one_oversample,6,3,0,0.5058817863,0.5059236884,-4.190206528e-05,-8.282975669e-05
memorization_02_t_one_oversample,6,4,0,0.5716806054,0.5716037154,7.688999176e-05,0.0001344981639
memorization_02_t_one_oversample,6,5,0,0.5115814805,0.511664927,-8.344650269e-05,-0.000163114784
memorization_02_t_one_oversample,6,6,1,0.1603555232,0.1600651592,0.000290364027,0.001810751642
memorization_02_t_one_oversample,6,7,0,0.3912025988,0.3912433982,-4.079937935e-05,-0.0001042921992
memorization_02_t_one_oversample,6,8,0,0.5328586102,0.5318786502,0.0009799599648,0.001839061894
memorization_02_t_one_oversample,6,9,0,0.4113689661,0.4109295905,0.000439375639,0.001068081638
memorization_02_t_one_oversample,6,10,0,0.5338000655,0.5337131619,8.690357208e-05,0.0001628017261
memorization_02_t_one_oversample,6,11,0,0.4267908037,0.4266222715,0.0001685321331,0.0003948822975
memorization_02_t_one_oversample,6,12,0,0.2510662377,0.2511322796,-6.604194641e-05,-0.0002630459078
memorization_02_t_one_oversample,6,13,0,0.4991305172,0.4994673431,-0.0003368258476,-0.000674825193
memorization_02_t_one_oversample,6,14,0,0.9079454541,0.9080078602,-6.240606308e-05,-6.873327334e-05
memorization_02_t_one_oversample,6,15,0,0.531644702,0.5315217972,0.0001229047775,0.0002311784112
