epoch,train_loss,dev_loss,train_enemy_observed_loss,train_enemy_fogged_loss,train_enemy_future_loss,train_delimiter_loss,train_end_loss,train_pad_loss,train_win_loss_loss,dev_enemy_observed_loss,dev_enemy_fogged_loss,dev_enemy_future_loss,dev_delimiter_loss,dev_end_loss,dev_pad_loss,dev_win_loss_loss,train_t_bucket_loss_t_eq_1,train_t_bucket_loss_t_0_75_to_1_0,train_t_bucket_loss_t_0_25_to_0_75,train_t_bucket_loss_t_0_0_to_0_25,dev_t_bucket_loss_t_eq_1,dev_t_bucket_loss_t_0_75_to_1_0,dev_t_bucket_loss_t_0_25_to_0_75,dev_t_bucket_loss_t_0_0_to_0_25,train_perspective_loss_p1,train_perspective_loss_p2,dev_perspective_loss_p1,dev_perspective_loss_p2,train_canvas_state_loss_ground_truth_preserved,train_canvas_state_loss_noised,dev_canvas_state_loss_ground_truth_preserved,dev_canvas_state_loss_noised,train_rare_class_loss_win_loss_t_eq_1,train_rare_class_loss_win_loss_t_0_75_to_1_0,train_rare_class_loss_win_loss_t_0_25_to_0_75,train_rare_class_loss_win_loss_t_0_0_to_0_25,train_rare_class_loss_end_t_eq_1,train_rare_class_loss_end_t_0_75_to_1_0,train_rare_class_loss_end_t_0_25_to_0_75,train_rare_class_loss_end_t_0_0_to_0_25,train_rare_class_loss_delimiter_t_eq_1,train_rare_class_loss_delimiter_t_0_75_to_1_0,train_rare_class_loss_delimiter_t_0_25_to_0_75,train_rare_class_loss_delimiter_t_0_0_to_0_25,dev_rare_class_loss_win_loss_t_eq_1,dev_rare_class_loss_win_loss_t_0_75_to_1_0,dev_rare_class_loss_win_loss_t_0_25_to_0_75,dev_rare_class_loss_win_loss_t_0_0_to_0_25,dev_rare_class_loss_end_t_eq_1,dev_rare_class_loss_end_t_0_75_to_1_0,dev_rare_class_loss_end_t_0_25_to_0_75,dev_rare_class_loss_end_t_0_0_to_0_25,dev_rare_class_loss_delimiter_t_eq_1,dev_rare_class_loss_delimiter_t_0_75_to_1_0,dev_rare_class_loss_delimiter_t_0_25_to_0_75,dev_rare_class_loss_delimiter_t_0_0_to_0_25,train_rare_class_count_win_loss_t_eq_1,train_rare_class_count_win_loss_t_0_75_to_1_0,train_rare_class_count_win_loss_t_0_25_to_0_75,train_rare_class_count_win_loss_t_0_0_to_0_25,train_rare_class_count_end_t_eq_1,train_rare_class_count_end_t_0_75_to_1_0,train_rare_class_count_end_t_0_25_to_0_75,train_rare_class_count_end_t_0_0_to_0_25,train_rare_class_count_delimiter_t_eq_1,train_rare_class_count_delimiter_t_0_75_to_1_0,train_rare_class_count_delimiter_t_0_25_to_0_75,train_rare_class_count_delimiter_t_0_0_to_0_25,dev_rare_class_count_win_loss_t_eq_1,dev_rare_class_count_win_loss_t_0_75_to_1_0,dev_rare_class_count_win_loss_t_0_25_to_0_75,dev_rare_class_count_win_loss_t_0_0_to_0_25,dev_rare_class_count_end_t_eq_1,dev_rare_class_count_end_t_0_75_to_1_0,dev_rare_class_count_end_t_0_25_to_0_75,dev_rare_class_count_end_t_0_0_to_0_25,dev_rare_class_count_delimiter_t_eq_1,dev_rare_class_count_delimiter_t_0_75_to_1_0,dev_rare_class_count_delimiter_t_0_25_to_0_75,dev_rare_class_count_delimiter_t_0_0_to_0_25,average_input_timesteps,average_enemy_future_timesteps,input_timestep_p50,input_timestep_p90,input_timestep_p95,enemy_future_timestep_p50,enemy_future_timestep_p90,enemy_future_timestep_p95,train_enemy_future_loss_distance_1,train_enemy_future_loss_distance_2_5,train_enemy_future_loss_distance_6_10,train_enemy_future_loss_distance_11_30,train_enemy_future_loss_distance_31_plus,dev_enemy_future_loss_distance_1,dev_enemy_future_loss_distance_2_5,dev_enemy_future_loss_distance_6_10,dev_enemy_future_loss_distance_11_30,dev_enemy_future_loss_distance_31_plus,total_tokens_ingested,total_unique_tokens_seen,tokens_per_second,wall_clock_elapsed_seconds,average_cuda_device_memory_used_bytes,average_cuda_device_memory_gap_bytes
34,0.211199853,0.202262374,0.189115313,0.190326319,0.218651571,0.641232845,0.626133676,0.182947274,0.237835339,0.181542884,0.179606921,0.213327506,0.670414338,0.506411297,0.173084489,0.268708034,1.792219767,0.259452437,0.015353142,0.001619664,1.709695594,0.248940178,0.017439775,0.002931057,0.209494577,0.198223322,0.203783899,0.167643803,0.006476792,0.283990739,0.007798294,0.258876528,0.392942895,0.305869762,0.183503947,0.06628883,5.018799872,0.794062714,0.060343976,0.004305424,3.847500781,0.977742763,0.058660365,0.00211988,0.503494617,0.328788942,0.217983095,0.091120616,4.640820672,0.640571003,0.066451734,0.000374127,3.864784564,1.021590437,0.057465389,0.002098675,2147,17782,20404,2529,331,2571,2938,357,122376,1003911,1141992,141990,146,1425,1653,200,17,207,202,25,8345,84500,93704,10393,25.36101908,30.87221782,17,53,71,21,65,80,0.192050452,0.194146593,0.199875748,0.221920961,0.288775093,0.167106522,0.166808088,0.179947243,0.21809175,0.319573797,9590372713,186,14435.79639,78489.5696,6839935558,1235694290
35,0.20835305,0.20693729,0.188041201,0.186866195,0.215902316,0.634672167,0.585427914,0.18252546,0.236216058,0.184799552,0.188081788,0.215668877,0.691390659,0.449304837,0.189919565,0.267902959,1.786658174,0.25407885,0.015566874,0.001550776,1.712055098,0.235100025,0.017062067,0.003303797,0.202374382,0.198177534,0.2182936,0.158971863,0.006398607,0.278912582,0.007605859,0.267406,0.380939367,0.304469544,0.182703895,0.064545302,5.031933076,0.738401192,0.055717702,0.006412566,3.819520391,0.967082389,0.059341018,0.002304743,0.435906592,0.365794849,0.191589731,0.036434999,4.66632851,0.69003838,0.029756998,0.001693737,3.722954407,0.989698212,0.052155233,0.001572636,2101,17885,20332,2544,279,2615,2947,356,119239,1003034,1145536,142460,172,1430,1633,189,24,192,210,25,10890,80149,94637,11266,25.36101908,30.87221782,17,53,71,21,65,80,0.19067829,0.192694785,0.201504636,0.219463363,0.274336344,0.176137278,0.177928702,0.188163866,0.218239061,0.324334926,9872507151,186,14217.15049,98655.27648,5952127666,1184366592
36,0.205595681,0.202155601,0.185220035,0.18401998,0.212900151,0.632621315,0.578886343,0.181354477,0.236667045,0.184339106,0.181930042,0.211671106,0.677820805,0.522968894,0.199852175,0.273738474,1.794348824,0.252358025,0.015240518,0.001563002,1.697521977,0.230496733,0.01679245,0.002635796,0.199528448,0.199210783,0.199845974,0.175479866,0.006387867,0.27737571,0.007631914,0.259638027,0.375021419,0.302587381,0.187003749,0.056762607,4.985252547,0.713118264,0.059674963,0.002873991,3.793324904,0.965638595,0.058715448,0.001968252,0.580013008,0.326093942,0.219887692,0.076807336,3.882883658,0.790890225,0.039367036,0.000413915,3.875581748,0.976017132,0.054443359,0.001408422,2089,17908,20302,2563,320,2591,2903,383,120465,1006901,1132060,150843,164,1426,1655,179,12,182,235,22,9444,81366,95978,10154,25.36101908,30.87221782,17,53,71,21,65,80,0.185184904,0.18792071,0.196534818,0.216240471,0.278245031,0.163539431,0.164984185,0.181773623,0.225427061,0.303327371,10154520097,186,14141.3776,118912.0809,6870945571,1228760436
37,0.205616437,0.19080237,0.185490089,0.184562002,0.212960695,0.630613116,0.579726826,0.17192583,0.237393816,0.165942934,0.173189464,0.202659817,0.647937435,0.445278853,0.181261689,0.271195191,1.738500689,0.245809597,0.015061873,0.001585974,1.747722678,0.22998422,0.016294815,0.002326078,0.196967871,0.198449989,0.187249459,0.161204837,0.006353522,0.274840178,0.007041136,0.248971318,0.377874075,0.303551747,0.186773225,0.055192164,4.731591778,0.73326201,0.052492292,0.001964657,3.823679512,0.945823513,0.059046496,0.002490343,0.32020405,0.369062819,0.208011806,0.086922883,4.894336828,0.610536422,0.04451201,0.000347849,3.932170281,0.967335231,0.055265315,0.004442854,2174,17920,20199,2569,334,2625,2862,376,122870,1009291,1132896,145212,148,1405,1656,215,15,188,213,35,7898,81640,95022,12382,25.36101908,30.87221782,17,53,71,21,65,80,0.186804612,0.188431608,0.194365867,0.217820347,0.276646451,0.165585711,0.165165816,0.179667786,0.202128336,0.279396319,10436642272,186,14192.51156,139102.1276,6581657367,1184366592
38,0.209378096,0.198386783,0.190951539,0.187266236,0.21595601,0.635919518,0.631230688,0.186493626,0.235810938,0.183699582,0.174523887,0.208038909,0.65910674,0.436458745,0.164237121,0.271856602,1.793022965,0.253640315,0.015006811,0.001432126,1.736317265,0.219827362,0.016376819,0.003425482,0.207736862,0.202952081,0.201778089,0.159228331,0.006364696,0.282642945,0.007519403,0.256493068,0.383203676,0.300179867,0.185499958,0.059344819,4.961463166,0.776946745,0.056050206,0.000865666,3.834524909,0.960358492,0.057614684,0.002024493,0.444860804,0.358649991,0.206017061,0.039183479,5.29676757,0.606759794,0.050692067,0.000710216,3.904573347,0.929935666,0.055227182,0.002354009,2206,17809,20298,2549,363,2565,2889,380,122185,999731,1142010,146343,169,1416,1655,184,16,183,231,21,9493,82291,95510,9648,25.36101908,30.87221782,17,53,71,21,65,80,0.193071202,0.194642995,0.200670625,0.217459581,0.272748764,0.163072041,0.166362033,0.173092546,0.21613344,0.326062828,10718705344,186,14271.12035,159177.8209,6828672569,1228978896
39,0.208291202,0.204287208,0.188142946,0.185119768,0.216841011,0.627933208,0.568128273,0.172184702,0.235925838,0.184203099,0.184475093,0.213475163,0.680341577,0.686963057,0.212828324,0.264623809,1.763576672,0.255966661,0.014923318,0.001514601,1.692609402,0.221983709,0.0153917,0.003223227,0.202205113,0.199511396,0.212114285,0.182264327,0.006301412,0.277534947,0.0076635,0.268851053,0.39343324,0.30160184,0.185716839,0.053415723,4.899694946,0.766120215,0.056021119,0.004317736,3.813688798,0.96173677,0.05650511,0.002316754,0.479154412,0.332817231,0.206404084,0.034164919,4.784705392,0.765029507,0.035190133,0.001197542,3.830518497,0.968130412,0.051268831,0.0010751,2148,17664,20468,2582,286,2578,2960,373,124234,993180,1146688,146167,179,1437,1629,179,27,197,201,26,10093,83732,92455,10662,25.36101908,30.87221782,17,53,71,21,65,80,0.189090837,0.191756137,0.199501269,0.218181369,0.282837933,0.165553022,0.16766324,0.181656343,0.223012646,0.306109528,11000686799,186,14266.50507,179259.5205,6777814334,1226694070
40,0.20687367,0.219503958,0.188773752,0.184681344,0.214132599,0.630564627,0.568839242,0.171544594,0.236970666,0.195006309,0.196079724,0.230962752,0.716772007,0.632618898,0.1982408,0.276650726,1.763919433,0.250822376,0.014993634,0.001496704,1.741512776,0.23316389,0.016130105,0.002678861,0.201684755,0.19613068,0.228243278,0.176212664,0.006387867,0.275887301,0.007859733,0.282348082,0.398105977,0.297603028,0.189867238,0.056912165,4.881142679,0.787818808,0.051929571,0.002416773,3.869740988,0.96880775,0.057746708,0.002153957,0.382805123,0.383060093,0.196895203,0.043678553,4.407415795,0.701086709,0.021860024,0.000920083,3.87111955,0.94563889,0.054489546,0.002746839,2115,17803,20390,2554,276,2642,2921,358,118609,996756,1153975,140929,203,1425,1604,192,33,189,209,20,11608,81888,91821,11625,25.36101908,30.87221782,17,53,71,21,65,80,0.188500372,0.18919967,0.196965953,0.218271453,0.274472663,0.188098801,0.189268257,0.198906265,0.238132127,0.338750148,11282893406,186,14207.68079,199438.0296,6551444822,1184366592
41,0.20826566,0.210299122,0.187375949,0.186294064,0.216302804,0.633979014,0.566039388,0.176841342,0.235563994,0.192328871,0.189350318,0.220907657,0.679891228,0.446491909,0.18636432,0.270622198,1.772385402,0.245552398,0.01427729,0.001426709,1.781397734,0.247754572,0.015476086,0.003254809,0.203889754,0.19872304,0.213299847,0.173804774,0.006288061,0.278565512,0.00781246,0.271972709,0.391500632,0.298152834,0.184876598,0.060841033,5.04307373,0.729539139,0.052305507,0.001234728,3.848056744,0.951626045,0.054366814,0.001972619,0.448727628,0.331913601,0.221496001,0.07113042,4.551278023,0.600576286,0.039546785,0.000452224,3.985556081,1.028411174,0.050249172,0.001858962,2225,17869,20261,2507,301,2581,2951,364,127290,1002543,1139418,141018,158,1475,1591,200,13,187,226,25,8753,85692,91203,11294,25.36101908,30.87221782,17,53,71,21,65,80,0.188002329,0.189872811,0.198942388,0.220533072,0.27926691,0.168258742,0.169843006,0.186500172,0.237042959,0.349164579,11565088056,186,14246.51016,219559.5878,6753189519,1223305744
42,0.203744953,0.200252588,0.182854618,0.182889063,0.211810204,0.617187799,0.545417544,0.163077715,0.228290542,0.178411978,0.179029147,0.208562083,0.66468644,0.446042471,0.190061321,0.275018513,1.769922676,0.235665161,0.013892501,0.001412127,1.690067211,0.226012888,0.014798573,0.00232477,0.197667468,0.192656814,0.212319749,0.160205048,0.006057629,0.271410283,0.007385306,0.26549804,0.377980117,0.290522383,0.17817604,0.063037009,4.77262557,0.66456767,0.044978838,0.006978567,3.843991544,0.919578849,0.052441208,0.001954613,0.434912291,0.370763711,0.19402522,0.080351536,4.232538837,0.669829881,0.013924032,0.000331115,4.08174789,0.912532224,0.047310578,0.003337244,2187,17909,20154,2612,319,2592,2901,385,120371,1006328,1137378,146192,176,1453,1607,188,20,179,217,35,8027,83797,94382,10736,25.36101908,30.87221782,17,53,71,21,65,80,0.188121142,0.190420216,0.197428397,0.213635743,0.26655844,0.186853163,0.185232948,0.185500275,0.215777681,0.295293985,11847127747,186,14305.33899,239587.3344,5992729433,1184366592
43,0.196583598,0.207617118,0.17666892,0.17619208,0.203977604,0.602210609,0.578320746,0.168360515,0.223730596,0.18837615,0.185793366,0.216835792,0.691413996,0.512827141,0.192709195,0.269972629,1.744452634,0.235243133,0.01319302,0.001253431,1.670767041,0.248479171,0.014721155,0.001858416,0.189921704,0.185103985,0.195149207,0.183004165,0.005822248,0.262663404,0.007300805,0.272071768,0.362425535,0.288652366,0.174430221,0.052327358,4.766569412,0.688456649,0.056011791,0.002049664,3.816095264,0.908290939,0.051110267,0.001701858,0.455902648,0.347602264,0.202212539,0.108420741,4.336649611,0.657003811,0.020396195,0.001053406,3.897909504,1.003017146,0.046142749,0.001482362,2102,17802,20378,2580,337,2558,2941,361,118173,1002406,1146181,143509,175,1419,1636,194,21,202,213,15,9757,82659,93277,11249,25.36101908,30.87221782,17,53,71,21,65,80,0.180394593,0.181386261,0.188475344,0.207056818,0.262201399,0.177460025,0.18108678,0.184904855,0.21712757,0.326624132,12129181581,186,14246.95712,259654.4853,6953042381,1229879655
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.9673895,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.581974562,,
